,9566,This would enable live traffic aware apps.,0
310,4832,PedestrianFeaturesVisible can be toggle only if MapStyle is set on Road.,0.72305197
311,4834,Currently when using a ControlChannelTrigger with HttpClient you cannot send a HTTPS request without the application getting terminated by the system.,0.051109485
312,4836,I tested using HTTPS and to my surprise it does work with the debugger attached no exceptions get thrown so it is implemented.,0.043127306
313,4837,However termination occurs when the application is NOT connected to the debugger.,0.049090352
314,4840,AudioGraph created with custom DesiredSamplesPerQuantum ignores it and uses default 10ms quantum.,0.22687586
315,4843,Depending on hardware you may hear gaps right after start or you may need load CPU with some additional work like scrolling UI or running some work in background threads.,0.70026505
316,4844,I guess it is result of extremely short quantum size (10ms; even switching between threads could take more time) and too low buffer length (2 quants) but it could be just some synchronization issue.,0.33022854
317,4846,slider renders to extreme right (value 100) instead of zero,0.09571501
318,4847,I have an app where I use a custom title bar by extending my view into the title bar area:,0.69491184
319,4849,Then I also use code like this to allow a custom element to support dragging of the window:,0.72751516
320,4851,This all was implemented pre-Anniversary Update.,0.057822283
321,4852,While all this works fine a bug was introduced in the Anniversary Update where the title bar returns zero for Height SystemOverlayRightInset and SystemOverlayLeftInset now.,0.037638485
322,4854,I confirmed that in pre-Anniversary Update these properties would return values like 32 for Height and 188 for SystemOverlayRightInset.,0.6667353
323,4873,The use of the file type filter makes no sense when you are picking a folder and it's not menioned in the documentation,0.3534099
324,4875,Suppose we have an app with two modes like Zune - normal and mini.,0.075439736
325,4876,In the mini mode the app only presents the indispensable and small elements on the window.,0.29244992
326,4879,I know maybe it's not at the Microsoft's priority list but I believe we can somehow make it available.,0.07890906
327,4882,But that would be nice.,0.19727217
328,4883,We do like to build universal Windows apps.,0.34721753
329,4893,At the moment it is possible to install to the application install directory but the files there cannot be altered by the application.,0.4555085
330,4894,If the application copies the files to the application data folder after installation as done in my work around it cannot delete the original files in the installation folder by this having two versions.,0.0666487
331,4896,After the anniversary update the store shows default the ratings of Current version.,0.07108332
332,4897,This is very annoying for developers of good and populair apps.,0.041631266
333,4898,A potential user viewing in the store will most likely make his judgement to download based on the number of reviews and quality of reviews (especially since the windows store does not show the total number of downloads).,0.08666762
334,4900,So for app publishers this will be a reason to keep app updates to an absolute minimum in order to get as many ratings as possible.,0.21091832
335,4902,Or at least Last 30 days.,0.41396293
336,4911,I want to know it to make custom title bar that looks exactly as defult one except with my controls.,0.042555824
337,4912,I'm able to get SystemAccentBrush but I can't get actual window title bar's color becouse it depends on this Show accent color setting.,0.039443504
338,4913,I've already asked the forum (where you can find the detailed description on the issue),0.05224795
339,4917,If often mis-classify the direction.,0.11054291
340,4918,p.s I didn't know where to post this but since the library is in Windows.Media.Ocr namespace i put it under media,0.040306684
341,4919,Using Resources in a DataTemplate worked just fine before.,0.06877619
342,4920,Now that I've upgraded to Anniversary and installed the newest SDK and Tools + the newest Visual Studio Update it doesn't work as expected at all.,0.08719534
343,4930,This will crash on instantiation because somehow the ViewModel object is null when the Bindings are updated which was definitely not the case in previous versions and surely not the expected behavior.,0.037843425
344,4931,If I replace the x:Bind with a Binding it will run but if using the datatemplate for multiple objects for example in a GridView the resource will have the same value for all instances which makes it really pointless.,0.037610102
345,4946,Some apps have such poor startup perf that ngen is must.,0.29127604
346,4948,Or since this is a store app will the standard background ngen work for WPF apps?,0.03877384
347,4949,I do not like the recent change in the Dev Center.,0.15088522
348,4950,First of all it shows cumulative acquisitions rather than for a specified amount of time making it hard to compare which apps people like more (if an app has been available longer of course the cumulative acquisitions will be higher!).,0.047343843
349,4951,Also being able to see only some of the apps at the same time is very frustrating.,0.7851467
350,4954,Currently it is part of a sample.,0.058134858
351,4958,As simple as ClickOnce publishing.,0.25433025
352,4959,I do not want to convert MSIs,0.05907758
353,4972,Right now the new DevCenter offers the ability to sort by apps by Included Markets Base-price and Last modified.,0.11915134
354,4975,I can see it when I go to definition on SerialDevice.,0.072343305
355,4977,In order to break my code's dependency on actual hardware so I could automate my tests I had to reinvent the wheel.,0.110432744
356,4978,By keeping this interface internal I was forced to re-create the interface (mostly) and create a wrapper around SerialDevice that implemented it.,0.03742309
357,4979,That's a lot of code to write when the interface already exists.,0.06535147
358,4981,After my application open office document programmatically in background link to it appears in Quick Access Area in File Explorer.,0.40509662
359,4982,It's not good thing because it's not needed to share this with users.,0.04492043
360,4993,Enabling a custom provider in the Realtime ETW tracing page of Windows Device Portal shows no details other than the timestamp for each event.,0.046225168
361,4994,I've been using PerfView and that works great and shows the event details (payload keywords level etc.,0.051609885
362,4996,I was just hoping to use the portal for realtime monitoring but it doesn't appear to be working correctly.,0.33619255
363,10067,Allow to developers create a custom keyboard.,0.11817253
364,10414,If immediate approval is not possible then apps that have been published should be immediately available.,0.24749589
365,5330,Windows app store categories has tremendous potential to interact and request.The conent consumers and content providers lack of interaction makes it less exciting.,0.0688304
366,8448,Now it work but...the the Header of first group is not displayed!,0.04070041
367,8858,If the Phone doesn't have an accurate location simply return what it does have.,0.102641255
368,9104,Me and two friends of mine created an app that won in a Windows Hackathon held by Microsoft Cyprus.,0.12522234
369,6773,So as far as I can tell the combination SplitView Pane + Pivot is the cause for this problem.,0.074558474
370,7175,I submitted my word game to the apple App Store.,0.044484474
371,6714,Please don't neglect this suggestion.I am not saying to copy anyone.,0.5848459
372,5840,This way the already paid for (3g/4g WiFi Network cable etc.),0.042321943
373,7737, => If before calling the method i remove the attendee it won't crash,0.06208065
374,7172,Not just send a mail somewhere.,0.11629054
375,5427,Could you make an option in the SDK installer for just the Tools?,0.055609483
376,6177,Currently this is not possible because when trying to add custom Headers to the content using the below code:,0.07175791
377,7930,Please make it available also for us developers here in Kenya,0.6490584
378,5445,There is what I consider a security issue in UWP applications that I feel should be addressed.,0.03995712
379,6830,Best regards Leo.,0.08366796
380,4998,Not sure if this has any relevance.,0.07012167
381,4999,I am working on Location based apps.,0.110744394
382,5000,I am using MapIcon to show user current location.,0.05349916
383,5001,Now I want to allow the user to drag that MapIcon but there is not an event to that.,0.03589888
384,5005,When creating a login page I found that when placing the focus in the user name field the header and textbox added an additional box around the field to indicate focus.,0.045590207
385,5006,However; on the password box the field focus does not occur.,0.060277704
386,5008,Since WebView lacks support for Manipulation Events it acts as a huge gesture eater which doesn't let its parent controls like ScrollViewer FlipView to take control of gesture like scroll swipe etc.,0.764261
387,5009,It becomes impossible to use a WebView along with other XAML Elements in the same view.,0.8307418
388,5011,If SelectionMode is None in a ListView its really hard to know which item that is in focus.,0.51674545
389,5013,Also setting which item is in focus is hard as well.,0.104040466
390,5015,If there are some better way please let me know :).,0.77084255
391,5016,The ways I found feels a bit clumsy.,0.10678966
392,5023,I work around this by checking device family.,0.0456358
393,5026,But the modern WinRT network API which is based around StreamSocket and the corresponding StreamSocketControl do not provide an option to enable TCP timestamps support.,0.04126415
394,5027,Which is not future-proof.,0.07687922
395,5028,Yes I know if we're C++ developers we can use the traditional Winsock API setsockopt() can do what we need but that will tied us to the old self-manage threads model which is not pleasing.,0.047819804
396,5030,RFC7323 tells the story in much greater detail.,0.17644171
397,5033,I have an app in the store to make a live tile clock.,0.04576613
398,5035,I checked with multiple clock tile apps in the store and they all have this same fundamental issue.,0.04696381
399,5036,(blank or app logo on tile until tile notification refreshes).,0.15174259
400,5038,Something like what HTC shipped with their Windows Phones.,0.35136566
401,5039,In an effort to minimize overhead may the system settings could allow for only one selected clock app to be running?,0.13803938
402,5047,Right now creating an isolated environment fails for some installers.,0.121244214
403,5051,I was able to run the converter on build 14316 and 14352.,0.041304305
404,5052,However on build 14383 I got this error.,0.06563556
405,5059,We've got the clean un/install but no app-level resets?,0.06978288
406,5061,Do people *really* launch their app and THEN 'get' their file they wanted (my strong experience is people find their file and then let the file type associations work for them.,0.038049236
407,5063,The FTA's are meant to be user-changeable,0.14447618
408,5064,Currently I have to do a request to the server to check the certificates extract the public Key and verify it's ok.,0.04239592
409,5065,Currently I cannot access the handshake of the HttpClient where the SSL pinning verification should be done.,0.048456326
410,5067,Was scratching my head wondering what was going on until I enabled verbose msbuild output.,0.03854857
411,5068,Seems if a specified LayoutFile (in AppXPackageFileList) is missing a file copy is skipped and no other output occurs.,0.08004012
412,5072,The vsdproj extension doesn't immediately load this value into the project property window (PackageLayout text box) until you change your Configuration from its current value to something else and back again.,0.6172629
413,5074,Web View is not supporting ms-appdata:///local URI for rendring images into web pages that are hosted in installed location.,0.802922
414,5076,A GATT notification arrives from a sensor.,0.10132949
415,5077,We only get 30 seconds to do something with it.,0.6298814
416,5078,We want to tag the location but GPS takes longer than that to lock.,0.04113266
417,5085,It's virtually impossible to tell how much you will be getting paid in paid apps and IAPs.,0.45692116
418,5086,The reserved amount updates daily but that's never the actual number paid out.,0.04974584
419,5087,For example if you see $800 in reserve there needs to be a way to know that you might expect about $500 of it to be paid while the rest is held over.,0.5859517
420,5088,The UWP provides a couple of options to access files and folder:,0.1095126
421,5090,Unfortunately access is ONLY guaranteed via StorageFile StorageFolder.,0.16595162
422,5091,This makes it hard to port existing codes that make intensively use of the other API.,0.047587946
423,5093,Right now attempt to do it using Win32 or stdio will result in Permission denied which is total nonsense; basically saying that OK we give you these API options but we dare you to try to use the classical one.,0.03969244
424,5101,This will make it possible to have continuous deployment process for the platform.,0.037949853
425,5102,Give the public yet another reason why the windows dev platform is the best.,0.03862435
426,5104,Currently we customizing titlebar background and foreground but border is not.,0.10783624
427,5107,Sometimes I only have a StorageFile and I would like to launch the Explorer to display that file.,0.75311834
428,5108,To do so I need access to the file's StorageFolder and pass that to LaunchFolderAsync.,0.046991784
429,5111,I am using the Raspberry Pi with the NXP NFC Modul 7120.,0.079690136
430,5112,Several card standards are possible.,0.09797306
431,5113,Companies and Public Services using encrypted cards use a key to read data (card ID confidential data).,0.75115275
432,5115,We have a server / cloud backend as part of our product.,0.07304993
433,5116,Each costumer may run a different version of this backend software.,0.11445847
434,5120,The sole purpose of us using the SFB is to limit what apps users can see and install.,0.040369492
435,5123,Actually the list of installed apps are useless is terrible just shows one app at a time,0.06696341
436,5128,XAML supports inking so that a user can handwrite directly into a textbox using ink which is then converted automatically into text.,0.7397124
437,5129,This was demo'd in one of the apps at the Build 2016 event in London.,0.04605427
438,5134,Actually initially I constructed the msi by placing the folder in the Documents folder but the Centennial does not install it there but in the VFS\....,0.037716366
439,5135,It will be hard for the user to find these kind of folders too.,0.18470225
440,5140,I am adding some screenshots too.,0.42621368
441,5141,You can install those Android apps yourself.,0.07482923
442,5153,Now a promotional codes allows his owner to get paid aplication from the store only by 0 $.,0.09434618
443,5155,Discount codes are a very important marketing too wich is overlooked in the store,0.044855513
444,5156,Currently if an App developer submits an update to an exsiting LOB app  the update bypasses the business store and the app is automaticallyupdated.,0.19028124
445,5158,this gives enterprises the control of when the updated app is deployed to their users i.e so that is does not conflict with other updates etc,0.03738096
446,5159,Support Hybrid (html5 cordova ...) applications and Windows Mobile,0.060792398
447,5161,Rdlc report viewer with report designer (in winform apps) was the easiest way to get the job done.,0.037502777
448,5164,But after I deploy the sample code at my phone(ARM).It throw this exception.,0.037640803
449,5165,Sample code in onedrive here:,0.067173526
450,5167,that's the thread in msdn form:,0.12055261
451,5169,if you try to open an file by file type association / linked filetype then you will have no file access to most of the open file with this app-scenarios.,0.04414904
452,5170,the only way is to grant file and folder permission is by the folder picker which itself have no default-folder parameter.,0.1340242
453,5171,So this is really terrible for an app !,0.06788689
454,5173,Currently it is possible to do it using Winium but not possible to do using WinAppDriver.,0.076580115
455,5174,The File Explorer in Device Portal lets you look at .dat files (the ones where LocalSettings and RoamedSettings are stored) but there's no way to edit them.,0.085128844
456,5176,SSML is not fully supported.,0.0593372
457,5180,Our users occasionally experience freezes in our current high data volume C# .Net app that I believe is because of garbage collection.,0.037838392
458,5181,Having to move to C++ for this would mean a drop in productivity for our developers.,0.1782683
459,5182,Should show temperature data on device portal.,0.051050816
460,5185,User can't be expected to keep the window maximized.,0.2940071
461,5186,This makes sense for phones and tablet mode but for desktop and dedicated use devices it's just a limitation.,0.05478709
462,5187,IoT supports a single app so it isn't affected but Windows 10 Mobile is.,0.09019165
463,5192,Issues like this make it hard to use UWP in business use cases.,0.81131035
464,5195,If UWP is to take over for Win32 this is basic requirement.,0.10860217
465,5199,We're trying to build a solution based on Windows Mobile that runs a single Assigned Access app.,0.092854455
466,5201,I can use Fiddler on my desktop to view my network traffic.,0.3547288
467,5203,I run the converter on powershell but it can not finish the work though it doesn't report any problems.,0.043233108
468,5204,In other works it keeps running state here is the complete log:,0.04571911
469,5206,Attempting to choose the most recent one compatible with your version,0.07900517
470,5207,We have several Instruments that implement an API via SOAP on Linux that presents as a WCF service.,0.04755557
471,5208,Unfortunately we can't create UWP apps because there is no support for the custom WCF binding - which is needed - to talk to these instruments.,0.3647667
472,5209,I'd love to do it!,0.08020887
473,5211,Centennial: cmd line arguments...,0.0702557
474,5212,Appx shortcuts do not support command line arguments.,0.1487542
475,5215,Not sure if this is the right place but it seems that the makeAppx Commando doesn't like '.rels'-xml Files as added by the VS15 Setup.,0.062012892
476,5216,I ran it multiple times yout to find the reason but it crashed with this Errors every time when it got to a '.rels' - File:,0.03711343
477,5233,Just like an user have right for review so should developers be able to RESPOND TO EACH AND EVERY REVIEWS submitted to the Store.,0.74358195
478,5234,If an user plans to opt out from a response from developer DO NOT EMAIL THE USER A RESPONSE but STILL ALLOW A RESPONSE TO MADE PUBLICLY VISIBLE.,0.03698801
479,5235,Needless to say why because the current implementation is being exploited to submit false reviews and not allowing the developers to respond.,0.040939864
480,5236,Since Application insights for mobile is discontinued soon the dev center analytics will be broken.,0.05048296
481,5237,Actually exceptions thrown by UWP APIs are just painfully awful.,0.6209344
482,5239,Too many empty StackTraces too many An error as occurred too many approximative and vague exceptions.,0.04564553
483,5240,I understand that the unnecessary JavaScript made WinRT insanely complex to design... but please...,0.31327295
484,5241,Exceptions are there for a reason... Not to just be an error has occurred message.,0.11374511
485,5247,There is a Cordova plugin with Admob for Windows Phone 8 but there is still no plugin AdControl and specific Mediation to Cordova.,0.05095946
486,5248,Admob does not release Windows Phone 10 support and has no roadmap to do it.,0.07194489
487,5249,Smaato has already supported W10 but there are not plugin developed yet.,0.094229765
488,5251,This will help us bring our apps to Windows Phone and Windows Universal platform.,0.03804559
489,5252,System.Diagnostics.Process.Start(path); with path pointing to a folder or a html file or a txt file etc results in,0.058093786
490,5256,The only solution found was to use StartInfo with explorer.exe for FileName and path for Arguments.,0.8074459
491,5259,Soemthing gone wrong in one of the latest builds (currently I'm workong on 14322.1000) and after picking a file or folder the app crashes.,0.044880055
492,5260,Sometimes it returns for a second but remains inresponsive.,0.1249038
493,5261,Evertying seemed to work just right few builds before now many users report me problems.,0.05779677
494,5265,While debugging if you click suspend the app and VS will hang and after a while your phone will likely restart.,0.04005248
495,5274,Today there is a handler for NewWindowRequested to create new window but there seems to be no way to handle window.close() call from javascript for example.,0.04234225
496,5277,UWP single-page app with WebView as only control.,0.6057615
497,5279,When App is activated WebView control gets focus (and receives corresponding event) but the content of the WebView (eg HTML) does NOT get a focus and document.hasFocus() remains false.,0.05055597
498,5280,If user clicks on the HTML document.hasFocus() becomes true and WebView receives LostFocus event(!),0.04501952
499,5281,Expected behaviour: WebView focus is in sync with document.hasFocus(),0.16406417
500,5283,It seems to me that the Base-Image runs some sort of FirstRun-Setup everytime a Centennial installation is executed.,0.21518523
501,5285,Wouldn't it be better to Call this Firstrun-Setup once and apply it to the base setup?,0.10140643
502,5289,Give us a Print() function for the UWP WebView control.,0.083639465
503,5291,Problems :1) MediaPlayer class play audio will delay 1-2s.,0.073176846
504,5293,2) Audio file length less than 1 or 2 s will not playing.,0.051615383
505,5295,So i did some research I decompile one of those app and found it used MediaPlayer class for playing audio filethen I wrote a demo and the same problem did occur.,0.34755912
506,5296,But I don't have enough evidence to prove that.,0.041294318
507,5297,It will be great appreciated that anyone see this will help me vote it up so Microsoft can aware and fix itit is really important for those who learning English and looking up vocabularies frequently in daily life.,0.038415607
508,5298,Thank you very much.,0.06317615
509,5308,I currently use the CodedUI testing framework as it allows me to logon to IE as a different user/password.,0.1380313
510,5309,The sites that we test use Windows Authentication and ASP.NET Impersonation as they run on an intranet.,0.8047434
511,5310,We do not use Basic authentication so cannot pass credentials on the url.,0.7878549
512,5313,This means that we are forces to use the CodedUI framework.,0.19259506
513,5322,Windows app store categories has tremendous potential to interact and request.,0.1802813
514,5338,Scenario: we have a red that's an integral part of our identity.,0.06335283
515,5339,Our users are asking for transparent tiles (including primary tile).,0.0838558
516,5341,This leaves us in a bad place where we have to either sacrifice our branding or don't provide the required functionality,0.03822961
517,5342,Proposed solution: have an independent color setting for Store-specific branding,0.05260879
518,5343,Currently didn't support unicode.,0.098805234
519,5344,I made a simple test code using KOREAN language.,0.3499392
520,5345,And exception is raised.,0.06215662
521,5351,If we look at .appx/the new installation mechanism as a much saner version of app installation then the more applications it allows the better.,0.625263
522,5353,My example: An interactive screen sharing app.,0.04582808
523,5355,As far as I know this wouldn't be possible with Centennial as it exists today but these kinds of apps are still valuable.,0.07447832
524,5359,Centennial takes big steps towards that but I'd like to go even further.,0.06378284
525,5363,Not just 12 months.,0.087019384
526,5368,I have a Style targeting a FontIcon control with a Setter for the FontFamily.,0.049186464
527,5376,The open source platform IONIC has such a market place and I think it's great !,0.043065548
528,5382,There exist a couple of UWP libraries  but their purpose is not to show beautifully designed apps implementing the material design principles of the framework.,0.036008805
529,5388,As of now UIElement.Clip accepts only RectangleGeometry in UWP applications.,0.42506328
530,5392,When UWP app has a Splash Screen with transparent background color declared in the app manifest desktop renders the accent color while phone renders the background color.,0.5709034
531,5395,I belongs to India and want to register my self in Microsoft developer.,0.04283363
532,5396,I need to pay life time registration fee for this.,0.047428414
533,5397,when try to pay my fee there is only one option to make payment which is Credit Card.,0.08373494
534,5398,No more options are there.,0.15443449
535,5399,I do not have Credit Card therefore unable to make payment.,0.050883435
536,5401,I have all these things but does not have only Credit Card and cause of only this minor reason I am unable to make payment.,0.36937246
537,5414,When games get released on Steam Valve promotes the game for free by displaying it to 1 mln users.,0.042423554
538,5416,Earlier there was option to cumulative download of all the app and now there is now way I can see total number of app downloads till date.,0.03684862
539,5418,A report specially to know how many users have updated to a specific version of the App?,0.04775377
540,5421,On some of my computers I only need the tools for phone deployment such as WinAppDeployCmd.,0.17821145
541,5423,I don't code on all these machines I only need the tools!,0.04590396
542,5424,I copied the tools out separately and they are only 106MB.,0.0901412
543,5425,They work fine without the headers and libraries installed.,0.0539828
544,5436,This feature is really usefull in messaging apps.,0.052916206
545,5440,Is it the right place to report bugs to Microsoft?,0.046264227
546,5441,Why do we need to call bug reports New Ideas?,0.04061871
547,5444,(Administrator: I am listing this one as a bug because I consider it a existing security issue that can be exploited at present but please feel free to categorize it however you see fit as always!),0.73027205
548,5448,Therefore malicious parties could use any URL/location they would like under their control for the WebAuthenticationBroker.Authenticate* calls to phish the credentials of users of this process as users do not see/understand the URL in which the process is loading the content for the authentication workflow and therefore cannot validate its authenticity.,0.04619768
549,5450,For context here are the steps (as I understand them) that can be used to exploit this process:,0.06353704
550,5460,That is where your creativity comes in!,0.06920203
551,5465,If it works pass the user on to the real sign in page (or better yet simply set cookies on the user's session that makes it seem all is OK).,0.035876893
552,5467,9) Rule planet Earth with your new-found powers (OK I made this one up :) ),0.047275804
553,5468,For reference this is based on a thread started in the MSDN forums which you can see here for additional information:,0.10787448
554,5470,Thank you for any consideration!,0.064078845
555,5476,Adding developer revenue or IAP price info to response will allow developers to receive accurate data about their income in requested period.,0.13660929
556,5487,So I can get the SID or the groups of the user.,0.083512455
557,5488,Most companies want to control the access of the user by the active directory.,0.047978856
558,5489,The enterprise application uses this information whether a user got access or not.,0.12241986
559,5491,Please help us out!,0.45786765
560,5493,We are an ISV who live in out of the United States.,0.09037837
561,5494,When we want to set app price Dev Center offers by US Dolloar for base price.,0.06585339
562,5495,(Previous version of dev center was able to set by local currency.,0.049758114
563,5496,This is degraded.),0.063873425
564,5497,USD is not familiar for us.,0.06752997
565,5498,(We use different local currency basically.),0.63241565
566,5499,There is no conversion list between USD and local currency.,0.09168582
567,5500,Microsoft sometimes changes conversion rate due to foreign exchange conversion rate.,0.045132067
568,5501,Because of this it is hard to find expected price by our local currency.,0.041852858
569,5504,Conversion rate seems not constant because of this it is hard to find our expected price.,0.039157864
570,5525,I have certificate in user storage and app storage with same issuer and subject but with different EKU fields.,0.04294301
571,5526,Certificate in user storage is filtered out and that's the one I'm interested in.,0.04716615
572,5527,I need to check if it's installed already or not and function checking it returned false because of this and I ended up installing new one every time.,0.0365369
573,5528,And none of those duplicates are listed.,0.05247784
574,5532,Today the UI designer could not work because it cannot parse the node.,0.1065751
575,5545,Currently the rates/reviews user submitted in Win10 Insider Preview will be disabled later.,0.29999712
576,5546,And if devs respond to that reviews it will also be deleted.,0.4615017
577,5547,This is ridiculous behavior for both users and devs.,0.06201271
578,5548,If MS will disable rates/reviews sent from Win10 IP disallow users to rate/review.,0.1328518
579,5549, Improvements to Windows Store apps and games visibility,0.21906663
580,5551,Currently it is not possible to export the app download statistics automatically via an API in the Windows dev center.,0.14968689
581,5555,Currently Microsoft doesn't have any specific support for beacons.,0.08065172
582,5556,Beacons are the next generation rulers in the market.,0.06483341
583,5557,As a windows developer I don't see a good future for windows here,0.06501949
584,5558,When ever I contact any manufacturer of beacons they basically hesitate to support windows because the limitation in the windows featurest.,0.059723757
585,5559,We don;t have any separate library for beacons.,0.13587105
586,5560,Beacon also considered as normal bluetooth device.,0.075250894
587,5561,Currently I can only read (that too has many limitations)  I can't communicate.,0.35675642
588,5562,This is a big drawback.,0.05251516
589,5563,We expected this will be solved in windows 10  but not yet.,0.052856047
590,5564,Till now many clients for my company left out windows and they moved to iOS and Android.,0.06670652
591,5565,If this is going to continue then windows will face huge drawback.,0.047171466
592,5566,I have raised many questions related to this in community forum.,0.039333027
593,5567,There was no input from there.,0.06548064
594,5568,I'm not sure you guys will have a look on this quickly or not.,0.04684895
595,5569,Even if you have a look I'm not sure about your priority.,0.1525855
596,5570,Windows wings are currently cut down in this area.,0.077129185
597,5583,In WPF you can use textures and patterns for your app background with the TileBrush class.,0.760044
598,5584,Since ImageBrush inherits from TileBrush there is a missed property: Tile.,0.048336007
599,5587,In windows forms it is easy to have users print without a dialog and to code the printer output to use a specific paper bin.,0.06587335
600,5588,This functionality is missing in UWP.,0.045064818
601,5589,One of our applications has users print checks from a shared check printer with the check stock in tray 4.,0.052229982
602,5590,700+ users as 52 sites do this and it has worked fine in VB6 for the last 16 years.,0.039399486
603,5591,Now that we want to upgrade the applications to a modern environment we find that UWP does not do it and WPF makes it hard leaving only Winforms.,0.051492542
604,5592,Right now you can not register them forever.,0.07370365
605,5594,For example the PRO extension stands usually for a better version of the same app from the SAME DEVELOPER.,0.04836018
606,5595,But if someone else uses this it is misleading.,0.048374873
607,5613,I am working in multinational company,0.12978387
608,5616,It is always the accent color and cannot be changed.,0.06918071
609,5619,Currently the Windows Blog commenting system suffers from a myriad of problems:,0.10200495
610,5625,Conversely with Disqus you get the following benefits:,0.067561075
611,5631,A blog post has been created to discuss these issues at length and you can read that here:,0.7825128
612,5634,Thank you for any consideration and dialogue around this idea!,0.044854958
613,5644,This is ridiculous.,0.057644907
614,5645,Also and perhaps more importantly developers need this!,0.08084333
615,5646,Do you know how many hoops I have to jump though to make an app that simply takes photos and puts them on a network location... Too many.,0.03644196
616,5649,It is crazy that such basic functionality is not currently supported almost every device on the planet supports this other than windows phone.,0.036891814
617,5650,What makes this even more important is the fact that it IS already supported in UWP apps when they are running on desktop laptops and tablets.,0.049355093
618,5651,But the same file picker on phone is just missing this Universal functionality...,0.03835266
619,5661,I am having difficulty testing an In App Purchase that is successful with Microsoft's servers yet somehow my app never receives that success message.,0.043555506
620,5663,We have made a private test app and we use real money to test IAP.,0.7527224
621,5664,This makes it hard to test when there is a $ cost to every test we perform.,0.056581814
622,5665,I would prefer to be able to test IAP hundreds of times without having to attempt to get a refund for thousands of dollars.,0.07654369
623,5666,This is currently not possible to test using CurrentAppSimulator.,0.07452137
624,5667,Apple and Google also provide such a sandbox environment where IAP does not cost real money.,0.59896827
625,5677,I have a parent application that stores files within app space.,0.07940597
626,5678,Now when I wish to open a file the launcher asks me to choose a target application.,0.054818183
627,5681,MyApp has a file 'Abc.pdf'.,0.10686321
628,5682,On opening the file Abc.pdf from MyApp the launcher provides a list of applications that can open this file.,0.052957326
629,5683,Assuming i choose PDF Reader I want MyApp to know when PDF Reader has closed or stopped accessing my file i.e Abc.pdf,0.036548533
630,5687,Code analysis will often warn if you expose a properlty as a uri using a string type (can be ignored but CA is giving a fair warning here I feel).,0.040320892
631,5689,I would like to see System.Uri supported natively by the runtime when making a binding like this.,0.7885527
632,5690,Also as a side note - the conversion from string breaks (throws an exception) if a bound string is null or empty - however a string that is non-empty and NOT a valid uri doesn't throw.,0.0503377
633,5698,However if you have a PIN on your system it treats that as a biometric device as well.,0.04217675
634,5699,This is not what the documentation indicates.,0.042832546
635,5700,UserConsentVerifier should not treat a PIN as a biometric device.,0.061006058
636,5702,Right now when displaying online web page in Windows 10 WebView the HSTS security feature is not working.,0.038324364
637,5703,Also the WebView allows scripts from any source to load even though the page is loaded via HTTPS.,0.14848402
638,5706,See these pages for testing HSTS and mixed content:,0.32427594
639,5713,I need support for ios the actual app has a lot of problems,0.06903941
640,5716,More like angularJs style.,0.18220364
641,5718,The old one is to verbose.,0.064019784
642,5721,Unfortunately the glyph activity is never displayed on the tile.,0.045997344
643,5722,But when I'm using any other glyph (such as alarm alert attention) it is properly displayed.,0.04977241
644,5727,Thanks and best regards,0.10229185
645,5729,We are migrating an application from Windows 8.1 to Windows 10.,0.08373459
646,5730,The first problem that we encountred is that in WinRT enables to add an Service Reference of WCF and in UWP is not yet implemented.,0.052085865
647,5731,Currently it's a mixture of some taxes are collected by MS some have to get paid by the developer.,0.75327593
648,5732,As a smaller business this is a huge effort and only theoretically possible.,0.08111724
649,5734,As far as I am informed the competition (Apple App Store Google Play) does this aswell.,0.49329123
650,5735,Also MS used to collect more taxes than nowadays.,0.121004514
651,5736,Look at this old feature request quoting an older Developer Agreement:,0.35995516
652,5740,It states any current member country of the European Union which includes e.g.,0.054152902
653,5742,Nowadays (Jan 13th 2016) the Dev Agreements lists Austria as a country which the developer has to collect the taxes:,0.14323282
654,5744,Austria | Price being selected is the final sale price and includes any applicable taxes.,0.039626043
655,5757,I need it to keep the app title bar background is the same with accent color.,0.04030023
656,5758,On Windows 10 Mobile for mobile connections calling getSignalBars on a mobile connection always returns 5 even if the bars displayed by the system are any other value.,0.052662745
657,5759,It's working on Wifi connection and on both type of connections on Windows 8.1.,0.05938136
658,5760,Is this a bug or something changed in W10M ?,0.055354197
659,5761,MAXPATH is giving me a severe headache lately!,0.07645352
660,5762,I've been trying to compile some stuff and the compiler is necessarily creating processes with enormous arguments.,0.53035736
661,5763,Everything would be fine but MAXPATH is too short to let it succeed!,0.20533004
662,5764,This is the only reason I've got to switch to linux as I'm not in a position to change MAXPATH or rewrite the way the compiler calls processes.,0.18387558
663,5765,PLEASE MICROSOFT HELP!,0.36087036
664,5770,The generated bindings code is very large and not easy to follow.,0.045369133
665,5771,Further it doesn't even exist until compilation and even then isn't visible to the user in VS.,0.24114706
666,5773,Need timeout on read from StreamSocket just like with old .net sockets and serialport.,0.054452136
667,5774,Now you have destroy the complete connection if a device on a Bluetooth serial connection does not respond.,0.03717242
668,5775,While this makes no sense at all.,0.07282321
669,5776,there nothing wrong with the connection it is just a serial device not responding.,0.040829945
670,5777,Javascript provides a History API with which you can manipulation certain aspects of the browsing history.,0.048889585
671,5778,For example history.replaceState() replaces the url of the current website in the browsing history.,0.04357465
672,5779,However it is not possible to detect these changes in WebView without injecting javascript to replace the funtion calls.,0.11555203
